Period,Specialty,Procedure,Provider,Zone,Facility,Year,Quarter,Consult_Median,Consult_90th,Surgery_Median,Surgery_90th
12month_rolling,Ophthalmology,Strabismus Surgery  (Adult),"Dahrab, Mishari M",,,,,190,692,158,313
2023_q2,,Carpal Tunnel Surgery,,Zone 4,Dartmouth General,2023,2,,,40,278
2024_q3,,Hip Replacement Revision,,Total,Provincial,2024,3,26,90,68,295
12month_rolling,Plastic Surgery,All,"Paletz, Justin L",,,,,188,"1,227",37,153
2025_q1,,Temperomandibular Joint Surgery (TMJ),,Zone 4,QE2,2025,1,247,691,85,250
2025_q1,,Tubal Ligation,,Total,Provincial,2025,1,,,72,349
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Jad, Ahmed",,,,,19,211,23,47
2023_q1,,Oculo Plastic Surgery,,Zone 3,Cape Breton Regional,2023,1,11,79,40,70
2023_q4,,Knee Replacement Revision,,Total,Provincial,2023,4,83,335,64,186
12month_rolling,Otolaryngology (ENT),Laryngology and Vocal Cord Surgery,"Wallace, Timothy D",,,,,27,44,29,39
2024_q1,,Hysterectomy  (Cancer Not Suspected),,Zone 1,Yarmouth Regional,2024,1,81,183,77,126
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"King, Jenelle",,,,,25,53,13,17
2023_q2,,Gallbladder Surgery,,Zone 1,South Shore Regional,2023,2,33,71,25,97
12month_rolling,Ophthalmology,Strabismus Surgery  (Pediatric),"Dahrab, Mishari M",,,,,155,231,156,402
2024_q4,,Cardioversion,,Total,Provincial,2024,4,,,17,28
2024_q3,,Cataract Surgery,,Zone 1,South Shore Regional,2024,3,132,161,76,417
2023_q4,,Knee Replacement,,Zone 1,Valley Regional,2023,4,374,442,412,637
2024_q3,,Nose Surgery - Reconstructive or Aesthetic,,Total,Provincial,2024,3,56,105,29,56
2024_q3,,Tubal Ligation,,Total,Provincial,2024,3,21,35,108,174
2025_q1,,Thyroid or Parathyroid Surgery,,Zone 2,Cumberland Regional,2025,1,56,242,97,141
2023_q1,,Hip Replacement Revision,,Total,Provincial,2023,1,58,373,112,449
2024_q3,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Zone 3,St. Martha's Regional,2024,3,,,40,48
12month_rolling,Otolaryngology (ENT),Ear Tubes  (Pediatric),"Clifton, Neil",,,,,54,108,32,74
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Vair, Brett",,,,,38,189,51,87
2024_q1,,Breast Cancer Surgery,,Zone 1,Valley Regional,2024,1,20,48,29,42
2023_q1,,Bowel Resection - Open,,Zone 1,South Shore Regional,2023,1,13,41,21,54
12month_rolling,,Esophagectomy / Esophageal Surgery,,Total,Provincial,2025,1,22,127,41,142
12month_rolling,General Surgery,Bowel Resection,"Enright, Jonathan Boyde",,,,,13,150,31,73
12month_rolling,,Bowel Resection - Open,,Zone 2,Aberdeen Hospital,2025,1,30,70,29,64
2024_q2,,Dental Extractions and Restorations  (Pediatric),,Zone 3,St. Martha's Regional,2024,2,125,272,173,297
2024_q1,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Zone 3,Cape Breton Regional,2024,1,37,203,218,340
3month_rolling,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Zone 1,South Shore Regional,2025,1,,,55,91
2024_q1,,Cardiovascular Surgery,,Zone 4,QE2,2024,1,,,7,54
2024_q4,,Brain Surgery  (Pediatric),,IWK,IWK,2024,4,,,21,74
2024_q3,,Hernia Repair - Inguinal/Femoral,,Total,Provincial,2024,3,64,340,77,265
2024_q1,,Hernia Repair  (Pediatric),,Total,Provincial,2024,1,70,149,218,436
2023_q2,,Kidney Stone Surgery,,Zone 3,Cape Breton Regional,2023,2,,,69,288
12month_rolling,General Surgery,Bowel Resection - Open,"Archibald, Alison",,,,,11,12,21,50
2024_q1,,Palmar Fascia Excision for Dupuytren's Disease,,Zone 4,QE2,2024,1,333,729,90,218
12month_rolling,General Surgery,Bowel Resection,"Walsh, Mark J",,,,,11,23,27,84
2024_q1,,Shoulder Arthroscopy,,Zone 2,Aberdeen Hospital,2024,1,247,431,99,168
2025_q1,,Laryngology and Vocal Cord Surgery,,Zone 4,QE2,2025,1,61,105,61,401
12month_rolling,Oral Maxillofacial,All,"Powell, Joel",,,,,66,133,119,257
2023_q1,,Bowel Resection - Laparoscopic,,Zone 4,Dartmouth General,2023,1,21,201,23,114
2024_q1,,AV Fistula Creation/Closure,,Zone 4,QE2,2024,1,,,47,97
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Johnson, Paul M",,,,,28,236,33,97
3month_rolling,,Lung Surgery,,Total,Provincial,2025,1,26,81,29,60
2025_q1,,Hernia Repair - Incisional,,Zone 4,QE2,2025,1,215,501,132,277
2024_q3,,Male Reproductive System Surgery,,Zone 4,QE2,2024,3,98,211,106,313
2023_q2,,Pelvic Floor Repair,,Zone 2,Colchester East Hants Health Centre,2023,2,198,361,,
12month_rolling,Orthopaedic,Hip Replacement,"Armstrong, Luke",,,,,167,438,119,209
12month_rolling,Orthopaedic,All,"Smith, Thomas Duncan",,,,,274,274,213,339
12month_rolling,,Bowel Resection - Laparoscopic,,Zone 1,Valley Regional,2025,1,24,300,47,95
2025_q1,,Prostatectomy,,Zone 4,QE2,2025,1,22,50,107,172
12month_rolling,Orthopaedic,Hip Replacement,"Murphy, Nadia L",,,,,367,492,144,235
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Watson-Jessome, Jane",,,,,80,118,40,101
12month_rolling,Orthopaedic,Back Surgery  (Adult),"Oxner, William",,,,,111,463,76,118
2023_q4,,Functional Endoscopic Sinus Surgery (FESS),,Total,Provincial,2023,4,37,204,104,255
12month_rolling,General Surgery,Bowel Resection,"Nader, Nabil",,,,,12,30,22,75
2024_q4,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Zone 3,Cape Breton Regional,2024,4,51,475,,
2024_q1,,Hysteroscopy,,Zone 2,Aberdeen Hospital,2024,1,44,504,34,58
2023_q3,,Hemorrhoidectomy,,Total,Provincial,2023,3,100,160,97,295
2025_q1,,Bladder Cancer Surgery,,Zone 1,South Shore Regional,2025,1,,,30,53
2024_q1,,Pelvic Floor Repair,,IWK,IWK,2024,1,142,876,185,265
2023_q4,,Carpal Tunnel Surgery,,Zone 4,Hants Community Hospital,2023,4,62,150,71,190
12month_rolling,General Surgery,Gallbladder Surgery,"Murdoch, John L",,,,,210,413,62,111
3month_rolling,,Hysterectomy  (Cancer Not Suspected),,Zone 3,Cape Breton Regional,2025,1,192,308,226,525
12month_rolling,Orthopaedic,All,"Hewins, Edward",,,,,138,384,122,267
12month_rolling,General Surgery,Hernia Repair - Umbilical,"O'Sullivan, Colleen M",,,,,395,543,68,124
2024_q3,,Whipple Procedures,,Total,Provincial,2024,3,11,20,29,230
12month_rolling,Otolaryngology (ENT),All,"Hudson, Thomas",,,,,16,83,23,25
2025_q1,,Lymph Node Biopsy,,Zone 4,QE2,2025,1,17,28,30,62
12month_rolling,Plastic Surgery,Orthopaedic Trauma,"Singh, Ashvir",,,,,7,25,3,30
2024_q2,,Hernia Repair  (Adult),,Total,Provincial,2024,2,59,427,76,224
2023_q4,,Back Surgery  (Pediatric),,IWK,IWK,2023,4,,,253,617
12month_rolling,Thoracic Surgery,Esophagectomy / Esophageal Surgery,"French, Daniel Gerard",,,,,20,127,39,87
12month_rolling,Otolaryngology (ENT),Nose Surgery - Reconstructive or Aesthetic,"Taylor, S. Mark",,,,,34,61,62,192
2024_q4,,Knee Scope with ACL Repair,,Zone 4,QE2,2024,4,72,133,98,239
2023_q2,,Back Surgery  (Adult),,Total,Provincial,2023,2,69,414,122,306
12month_rolling,Orthopaedic,All,"Dodd, Faith",,,,,99,364,69,154
2023_q3,,Prostate Cancer Surgery,,Total,Provincial,2023,3,22,66,123,217
2023_q1,,Nissen Fundoplication - Laparoscopic,,Zone 4,QE2,2023,1,35,219,108,300
2024_q1,,Bowel Resection - Laparoscopic,,Total,Provincial,2024,1,20,136,30,91
12month_rolling,Urology,Prostate Cancer Surgery,"Mason, Ross",,,,,30,140,153,248
2023_q3,,Carpal Tunnel Surgery,,Zone 1,Valley Regional,2023,3,163,356,122,192
2025_q1,,Aesthetic Surgery,,Total,Provincial,2025,1,274,730,49,188
2024_q3,,Head and Neck Surgery,,Zone 4,Dartmouth General,2024,3,10,83,87,359
2023_q3,,Sacral Nerve Stimulation,,Zone 4,QE2,2023,3,,,93,143
2023_q3,,Bowel Resection - Laparoscopic,,Zone 3,Cape Breton Regional,2023,3,24,121,17,34
2023_q1,,Hysterectomy  (Cancer Not Suspected),,Total,Provincial,2023,1,111,630,128,384
2024_q4,,Septoplasty,,Zone 2,Cumberland Regional,2024,4,,,109,222
12month_rolling,,Kidney / Upper Urinary Tract,,Zone 2,Colchester East Hants Health Centre,2025,1,109,141,,
2024_q2,,Gallbladder Surgery,,Zone 4,Hants Community Hospital,2024,2,48,182,26,89
2023_q3,,Breast Reduction Surgery,,Zone 4,QE2,2023,3,"1,187","1,367",109,231
2023_q4,,Coronary Artery Bypass Graft,,Zone 4,QE2,2023,4,,,7,30
2024_q3,,Hysterectomy  (Cancer Not Suspected),,IWK,IWK,2024,3,158,667,213,409
2024_q4,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 4,Dartmouth General,2024,4,16,103,37,53
2024_q3,,Prostate Surgery,,Zone 4,Dartmouth General,2024,3,41,104,134,335
2023_q1,,Cystoscopy,,Zone 1,South Shore Regional,2023,1,18,35,23,85
12month_rolling,,Insertion Vascular Access Catheter,,Zone 1,South Shore Regional,2025,1,7,18,7,13
2023_q3,,Bowel Resection,,Zone 1,Yarmouth Regional,2023,3,,,16,62
12month_rolling,,Male Incontinence Surgery,,Total,Provincial,2025,1,85,97,96,164
12month_rolling,General Surgery,Bowel Resection,"Poushay, Heather",,,,,15,61,12,39
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Watson-Jessome, Jane",,,,,231,281,33,112
2024_q3,,Dental Extractions and Restorations  (Pediatric),,Zone 1,South Shore Regional,2024,3,,,18,98
12month_rolling,Orthopaedic,Carpal Tunnel Surgery,"Hewins, Edward",,,,,210,393,90,242
12month_rolling,Orthopaedic,Knee Replacement,"Howatt, Jonathan",,,,,397,558,446,592
2024_q3,,Knee Scope,,Zone 4,Hants Community Hospital,2024,3,105,331,85,141
12month_rolling,Urology,All,"Whelan, Emily",,,,,50,261,46,141
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Murphy, Christopher",,,,,21,49,28,50
2025_q1,,Functional Endoscopic Sinus Surgery (FESS),,Zone 4,Dartmouth General,2025,1,68,260,116,208
2023_q1,,Surgery for Hearing or Balance Problems of the Ear,,Zone 3,Cape Breton Regional,2023,1,22,64,29,55
12month_rolling,Urology,,,,,2025,1,,,50,205
2025_q1,,Kidney Removal,,Zone 4,QE2,2025,1,14,48,80,145
2023_q3,,Maxillofacial Deformity Surgery,,Zone 4,QE2,2023,3,267,400,247,541
12month_rolling,,Foot - Arthrodesis,,Total,Provincial,2025,1,324,685,101,260
12month_rolling,,Head and Neck Surgery,,Total,Provincial,2025,1,19,113,36,208
2025_q1,,Knee Replacement Revision,,Zone 4,QE2,2025,1,,,93,334
2023_q1,,Prostate Surgery,,Zone 4,Dartmouth General,2023,1,39,203,104,136
12month_rolling,Vascular Surgery,Bowel Resection - Open,"Heisler, Benjamin",,,,,14,26,28,54
12month_rolling,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 2,Cumberland Regional,2025,1,11,30,24,47
2023_q3,,Dental Extractions and Restorations  (Pediatric),,Zone 3,Glace Bay,2023,3,,,100,280
2023_q1,,Pacemaker Insertion,,Zone 2,Aberdeen Hospital,2023,1,,,41,59
3month_rolling,,Bowel Resection,,Zone 4,Dartmouth General,2025,1,22,52,35,123
12month_rolling,Orthopaedic,Orthopaedic Trauma,"Biddulph, Michael Paul",,,,,,,31,73
3month_rolling,,Prostate Cancer Surgery,,Zone 1,Valley Regional,2025,1,,,66,76
12month_rolling,,Gastrointestinal Tract Surgery,,Zone 2,Aberdeen Hospital,2025,1,40,329,34,75
2024_q2,,Thyroid or Parathyroid Surgery,,Zone 3,Cape Breton Regional,2024,2,48,148,254,491
2025_q1,,Cardiovascular Surgery,,Zone 4,QE2,2025,1,,,61,102
2023_q1,,Knee Scope,,Zone 4,Hants Community Hospital,2023,1,60,352,84,218
2024_q1,,Hernia Repair - Laparoscopic Inguinal Femoral,,Zone 2,Aberdeen Hospital,2024,1,321,978,,
2024_q3,,Hip Replacement,,Zone 1,Valley Regional,2024,3,207,461,223,604
12month_rolling,,Vitreoretinal Diseases,,Zone 4,QE2,2025,1,37,193,23,88
2024_q4,,Hernia Repair - Inguinal/Femoral,,Zone 3,Cape Breton Regional,2024,4,261,645,109,437
2024_q3,,Hernia Repair  (Adult),,Zone 4,Dartmouth General,2024,3,145,505,128,300
2025_q1,,Insertion Vascular Access Catheter,,IWK,IWK,2025,1,,,9,85
2024_q4,,Vascular Bypass Surgery,,Total,Provincial,2024,4,,,8,30
12month_rolling,Dental,Dental Extractions and Restorations  (Adult),"Brown, Charlotte",,,,,9,9,147,319
2024_q3,,Cataract Surgery,,Zone 3,St. Martha's Regional,2024,3,133,747,103,158
2023_q3,,Nerve or Brain Stimulation,,Total,Provincial,2023,3,,,22,54
12month_rolling,Vascular Surgery,All,"McDonald, Joey",,,,,2,3,22,106
12month_rolling,,Male Reproductive System Surgery,,Zone 3,Glace Bay,2025,1,83,196,147,304
2023_q1,,Male Reproductive System Surgery,,Zone 4,Dartmouth General,2023,1,50,171,111,169
2023_q1,,Cystoscopy,,Zone 2,Colchester East Hants Health Centre,2023,1,23,152,43,392
12month_rolling,General Surgery,Gallbladder Surgery,"Kavanagh, Rhys",,,,,40,69,24,162
12month_rolling,General Surgery,Esophagoscopy,"Davies, Dafydd Alexander",,,,,,,106,153
2023_q4,,Hernia Repair - Umbilical,,Zone 1,South Shore Regional,2023,4,33,164,81,147
2023_q1,,Hernia Repair - Inguinal/Femoral,,Total,Provincial,2023,1,50,273,77,293
2025_q1,,Hernia Repair  (Adult),,Zone 1,Valley Regional,2025,1,70,374,76,373
2024_q2,,Nerve or Brain Stimulation,,Zone 4,QE2,2024,2,,,52,204
2024_q3,,Hemorrhoidectomy,,Total,Provincial,2024,3,115,608,86,492
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Bentley, Heidi",,,,,36,325,58,319
2025_q1,,Functional Endoscopic Sinus Surgery (FESS),,Zone 3,St. Martha's Regional,2025,1,,,102,117
2025_q1,,Hysteroscopy,,Zone 3,Cape Breton Regional,2025,1,,,104,246
2023_q2,,Hysteroscopy,,Zone 1,Valley Regional,2023,2,34,420,74,381
2023_q4,,Hernia Repair - Incisional,,Zone 2,Colchester East Hants Health Centre,2023,4,,,165,232
2023_q4,,Oculo Plastic Surgery,,Total,Provincial,2023,4,79,350,72,270
2023_q2,,Vascular Bypass Surgery,,Total,Provincial,2023,2,,,13,26
12month_rolling,Plastic Surgery,Surgery for Hearing or Balance Problems of the Ear,"Bezuhly, Michael",,,,,100,135,125,229
2024_q4,,Kidney Stone Surgery,,Zone 4,QE2,2024,4,38,103,55,130
2023_q2,,Whipple Procedures,,Zone 4,QE2,2023,2,11,17,15,28
2024_q2,,Hysteroscopy,,Zone 2,Colchester East Hants Health Centre,2024,2,61,240,50,151
2024_q4,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Aberdeen Hospital,2024,4,,,94,134
12month_rolling,General Surgery,Gastrointestinal Tract Surgery - Laparoscopic,"Roach, Eileen",,,,,11,26,20,101
2024_q3,,Knee Replacement Revision,,Total,Provincial,2024,3,100,343,95,170
2024_q3,,Female Incontinence Surgery,,Total,Provincial,2024,3,153,731,118,301
12month_rolling,,Lymph Node Biopsy,,IWK,IWK,2025,1,,,23,41
2023_q3,,Laryngology and Vocal Cord Surgery,,Total,Provincial,2023,3,28,97,92,569
12month_rolling,,Resurfacing - Knee,,Total,Provincial,2025,1,,,61,169
12month_rolling,Ophthalmology,Cornea and External Disease,"Pollmann, Andre",,,,,55,154,55,163
2023_q1,,Bladder Cancer Surgery,,Zone 4,QE2,2023,1,15,43,28,45
12month_rolling,Ophthalmology,All,"Iaboni, Douglas",,,,,20,251,58,90
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Kelly, Ryan Patrick",,,,,29,82,42,109
2024_q4,,Prostate Surgery,,Zone 3,Cape Breton Regional,2024,4,31,73,54,329
12month_rolling,Otolaryngology (ENT),Functional Endoscopic Sinus Surgery (FESS),"Chin, Christopher",,,,,20,63,82,88
2024_q3,,Nissen Fundoplication - Laparoscopic,,Total,Provincial,2024,3,94,706,114,387
2025_q1,,Gallbladder Surgery,,Total,Provincial,2025,1,54,316,59,247
12month_rolling,Urology,All,"Miller, M Dale",,,,,33,190,35,144
3month_rolling,,Knee Replacement,,Total,Provincial,2025,1,299,508,142,449
2023_q3,,Cataract Surgery,,Zone 2,Colchester East Hants Health Centre,2023,3,300,373,102,170
2025_q1,,Dental Extractions and Restorations  (Adult),,Zone 4,QE2,2025,1,104,219,135,295
12month_rolling,,Foot - Arthrodesis,,Zone 2,Aberdeen Hospital,2025,1,27,69,,
12month_rolling,General Surgery,Bowel Resection,"Livingstone, Scott",,,,,10,16,21,54
2023_q1,,Hysterectomy  (Cancer Suspected or Proven),,Zone 4,QE2,2023,1,8,28,37,62
2024_q3,,Lung Surgery,,Total,Provincial,2024,3,27,73,42,106
2025_q1,,Knee Scope,,Zone 4,QE2,2025,1,23,146,101,238
12month_rolling,,Bone / Cartilage Graft,,Zone 3,Glace Bay,2025,1,,,153,273
12month_rolling,Ophthalmology,Vitreoretinal Diseases,"Samad, Arif",,,,,1,1,13,55
12month_rolling,General Surgery,Gastrointestinal Tract Surgery - Laparoscopic,"MacFarlane, David",,,,,25,300,53,55
2024_q1,,Cataract Surgery,,Zone 1,Yarmouth Regional,2024,1,292,387,48,80
2024_q3,,Colorectal Cancer Surgery,,Zone 3,Cape Breton Regional,2024,3,12,38,19,39
2024_q3,,Shoulder Arthroplasty,,Zone 1,Valley Regional,2024,3,210,305,196,337
2024_q3,,Foot - Arthrodesis,,Total,Provincial,2024,3,55,585,117,259
2024_q2,,Hernia Repair - Inguinal/Femoral,,Zone 4,Dartmouth General,2024,2,126,568,79,216
3month_rolling,,Hernia Repair - Incisional,,Zone 4,QE2,2025,1,215,501,132,277
12month_rolling,Orthopaedic,Knee Scope,"Rayes, Johnny",,,,,101,207,106,230
2023_q4,,Shoulder Arthroscopy,,Zone 4,Hants Community Hospital,2023,4,76,311,54,201
12month_rolling,Otolaryngology (ENT),Functional Endoscopic Sinus Surgery (FESS),"Balys, Richard L",,,,,99,160,55,168
2024_q2,,Ear Tubes  (Pediatric),,IWK,IWK,2024,2,67,213,110,197
12month_rolling,,Hernia Repair - Inguinal/Femoral,,Zone 4,QE2,2025,1,128,357,71,232
2024_q1,,Surgery for Hearing or Balance Problems of the Ear,,Zone 1,Yarmouth Regional,2024,1,107,302,34,57
2023_q4,,Brain Surgery  (Pediatric),,IWK,IWK,2023,4,,,39,44
2024_q4,,Orthopaedic Trauma,,Zone 4,QE2,2024,4,,,30,414
2024_q4,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Zone 1,South Shore Regional,2024,4,338,423,71,228
2025_q1,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 4,QE2,2025,1,23,156,42,121
2024_q1,,Hernia Repair  (Adult),,Zone 3,Cape Breton Regional,2024,1,267,446,244,814
12month_rolling,Plastic Surgery,Tendon / Ligament Repair,"Corkum, Joseph",,,,,19,68,27,82
2024_q4,,Coronary Artery Bypass Graft,,Total,Provincial,2024,4,,,67,122
12month_rolling,Orthopaedic,Knee Scope,"Howatt, Jonathan",,,,,30,493,132,173
2023_q4,,Ear Tubes  (Pediatric),,IWK,IWK,2023,4,126,257,98,172
12month_rolling,Orthopaedic,Shoulder Surgery,"McPherson, John",,,,,174,305,116,327
12month_rolling,Plastic Surgery,Breast Cancer Surgery,"Wheelock, Margaret",,,,,25,25,28,52
2024_q1,,Male Reproductive System Surgery,,Zone 4,Hants Community Hospital,2024,1,135,369,79,172
12month_rolling,,Hand / Upper Extremity,,IWK,IWK,2025,1,,,183,321
12month_rolling,,Gastrointestinal Tract Surgery,,Zone 4,QE2,2025,1,35,187,48,369
2024_q2,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Zone 3,St. Martha's Regional,2024,2,,,27,41
2023_q1,,Hernia Repair  (Adult),,Total,Provincial,2023,1,64,424,83,336
2024_q3,,Gastrointestinal Tract Surgery,,Zone 3,Cape Breton Regional,2024,3,14,18,25,125
3month_rolling,,Dental Extractions and Restorations  (Adult),,Zone 3,Cape Breton Regional,2025,1,185,320,159,278
2024_q4,,Glaucoma (Eye Pressure Lowering Surgery),,Zone 4,QE2,2024,4,64,688,20,60
2025_q1,,Aneurysm Repair,,Zone 4,QE2,2025,1,54,83,54,133
2024_q2,,Nose Surgery - Reconstructive or Aesthetic,,Total,Provincial,2024,2,53,187,29,156
12month_rolling,Orthopaedic,All,"Leighton, Ross K",,,,,113,364,274,927
12month_rolling,,Hernia Repair - Inguinal/Femoral,,Zone 3,Inverness Consolidated Memorial,2025,1,180,599,43,453
2024_q4,,Colorectal Cancer Surgery,,Zone 4,QE2,2024,4,23,100,34,58
2024_q1,,Dental Extractions and Restorations  (Pediatric),,Zone 3,St. Martha's Regional,2024,1,147,383,118,278
2023_q4,,Hernia Repair  (Adult),,Zone 2,Aberdeen Hospital,2023,4,91,416,33,67
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Johnson, Kevin",,,,,78,176,37,111
12month_rolling,General Surgery,Gastrointestinal Tract Surgery - Laparoscopic,"Spence, Richard",,,,,27,56,41,91
2024_q3,,Knee Scope with ACL Repair,,Zone 4,QE2,2024,3,65,148,120,284
2023_q3,,Septoplasty,,Zone 2,Cumberland Regional,2023,3,,,72,236
2023_q2,,Tonsillectomy and/or Adenoidectomy  (Adult),,Zone 4,Dartmouth General,2023,2,,,75,497
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Sahi, Chakshu",,,,,35,69,27,52
12month_rolling,General Surgery,Hernia Repair  (Adult),"Wasserman, Lukas",,,,,48,189,260,510
12month_rolling,Thoracic Surgery,Lung Cancer Surgery,"Mujoomdar, Aneil Arvind",,,,,21,56,28,48
12month_rolling,Orthopaedic,Hip Replacement Revision,"Wilson, David",,,,,29,75,16,23
3month_rolling,,Shoulder Surgery,,Zone 1,Valley Regional,2025,1,97,476,156,221
2023_q3,,Whipple Procedures,,Total,Provincial,2023,3,14,16,25,52
2024_q4,,Prostatectomy,,Zone 4,QE2,2024,4,27,78,117,179
12month_rolling,,Male Reproductive System Surgery,,Zone 3,St. Martha's Regional,2025,1,35,54,227,328
12month_rolling,Urology,Prostate Surgery,"Moore, Jonathan Peter",,,,,55,156,108,415
2023_q1,,Video-Assisted Thoracic Surgery,,Zone 4,QE2,2023,1,28,49,25,69
2023_q4,,Gastrointestinal Tract Surgery,,Zone 1,Valley Regional,2023,4,49,182,40,275
12month_rolling,Thoracic Surgery,Nissen Fundoplication - Laparoscopic,"Mujoomdar, Aneil Arvind",,,,,53,158,43,108
12month_rolling,General Surgery,Whipple Procedures,"Hiebert, Stephanie",,,,,10,18,18,43
12month_rolling,Orthopaedic,Carpal Tunnel Surgery,"Murphy, Nadia L",,,,,77,88,84,134
2023_q4,,Bladder Cancer Surgery,,Zone 1,Valley Regional,2023,4,12,513,28,87
12month_rolling,Obstetrics/Gynaecology,Kidney / Upper Urinary Tract,"Smith, Anita",,,,,313,"1,271",196,252
2023_q1,,Kidney Removal,,Total,Provincial,2023,1,14,34,57,192
12month_rolling,,Male Reproductive System Surgery,,Zone 4,Hants Community Hospital,2025,1,111,335,94,381
12month_rolling,Dental,Dental Extractions and Restorations  (Pediatric),"Brown, Charlotte",,,,,39,98,177,287
12month_rolling,Otolaryngology (ENT),Tonsillectomy and/or Adenoidectomy  (Adult),"Piccott, Devin",,,,,19,79,63,186
2025_q1,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,IWK,IWK,2025,1,322,395,212,377
2024_q3,,Hernia Repair - Laparoscopic Inguinal Femoral,,Total,Provincial,2024,3,134,490,128,320
2023_q2,,Cardiovascular Surgery,,Zone 4,QE2,2023,2,,,10,91
2024_q1,,Foot - Arthrodesis,,Zone 4,QE2,2024,1,746,771,86,150
2024_q1,,Aesthetic Surgery,,Total,Provincial,2024,1,49,514,107,233
12month_rolling,Thoracic Surgery,Video-Assisted Thoracic Surgery,"Mujoomdar, Aneil Arvind",,,,,21,51,26,51
2023_q3,,Hernia Repair  (Adult),,Zone 1,Yarmouth Regional,2023,3,49,105,58,112
